Tc28di4me12	$	0.000	0.002	0.000	0.000	0.002	0.001	0.001	$	0.000	0.000	0.002	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.001	0.001	0.001	0.000	0.002	0.001	0.002	0.000	0.002	0.000	$	$	0.000	0.001	0.000	0.002	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.002	$	$	$	0.002	0.000	$	0.000	0.000	0.001	$	$	0.001	$	0.001	0.000	0.000	0.000	0.000	0.002	0.002	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.002	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.002	0.001	0.001	0.001	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc28me12T	$	0.092	0.107	0.108	0.105	0.100	0.100	0.106	$	0.100	0.090	0.102	0.148	0.057	0.085	0.102	0.007	0.098	0.058	0.100	0.093	0.100	0.095	0.095	0.099	0.103	0.100	0.092	0.090	$	$	0.103	0.102	0.083	0.098	0.099	0.095	0.096	0.090	0.100	0.101	0.063	0.103	$	$	$	0.099	0.096	$	0.088	0.090	0.083	$	$	0.099	$	0.095	0.089	0.101	0.097	0.093	0.094	0.104	0.090	0.095	0.089	0.084	0.103	0.090	0.070	0.091	0.089	0.096	0.104	0.092	0.092	0.089	0.090	0.098	0.078	0.071	0.078	0.051	0.093	0.082	0.090	0.079	0.096	0.099	0.085	0.082	0.079	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc29di11me15	$	0.073	0.111	0.104	0.110	0.097	0.091	0.099	$	0.094	0.083	0.073	0.060	0.058	0.071	0.089	0.062	0.094	0.088	0.084	0.080	0.084	0.088	0.087	0.075	0.075	0.083	0.079	0.081	$	$	0.070	0.104	0.081	0.102	0.086	0.091	0.083	0.097	0.086	0.075	0.073	0.092	$	$	$	0.063	0.072	$	0.091	0.084	0.066	$	$	0.087	$	0.078	0.072	0.110	0.092	0.097	0.087	0.081	0.087	0.092	0.079	0.084	0.085	0.081	0.075	0.076	0.088	0.089	0.091	0.084	0.083	0.081	0.083	0.094	0.087	0.076	0.087	0.049	0.085	0.070	0.046	0.063	0.089	0.106	0.056	0.077	0.076	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc29m11-13DT	$	0.138	0.191	0.184	0.162	0.171	0.152	0.166	$	0.164	0.139	0.128	0.161	0.108	0.136	0.136	0.124	0.148	0.128	0.147	0.138	0.147	0.161	0.148	0.164	0.166	0.147	0.159	0.178	$	$	0.126	0.189	0.166	0.162	0.188	0.170	0.150	0.165	0.173	0.173	0.155	0.135	$	$	$	0.141	0.124	$	0.156	0.148	0.149	$	$	0.134	$	0.124	0.141	0.184	0.105	0.167	0.173	0.191	0.178	0.137	$	0.157	0.190	0.158	0.131	0.141	0.193	0.172	0.209	0.142	0.197	0.144	0.172	0.174	0.184	0.172	0.184	0.120	0.158	0.135	0.188	0.097	0.174	0.176	0.101	0.123	0.136	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc29me3	$	0.075	0.045	0.048	0.073	0.058	0.093	0.066	$	0.100	0.116	0.081	0.044	0.040	0.095	0.068	0.049	0.084	0.087	0.076	0.092	0.076	0.081	0.081	0.085	0.048	0.083	0.047	0.051	$	$	0.051	0.092	0.071	0.078	0.071	0.071	0.092	0.059	0.065	0.066	0.064	0.068	$	$	$	0.075	0.075	$	0.077	0.064	0.056	$	$	0.079	$	0.096	0.080	0.067	0.081	0.064	0.092	0.068	0.089	0.062	0.044	0.079	0.052	0.065	0.091	0.075	0.052	0.057	0.053	0.060	0.067	0.043	0.101	0.085	0.086	0.048	0.086	0.080	0.083	0.069	0.104	0.060	0.040	0.069	0.102	0.076	0.102	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc29tri711T	$	0.000	0.015	0.000	0.000	0.014	0.014	0.017	$	0.017	0.000	0.000	0.000	0.000	0.017	0.014	0.013	0.000	0.000	0.000	0.018	0.000	0.017	0.018	0.013	0.015	0.013	0.009	0.000	$	$	0.000	0.018	0.018	0.018	0.000	0.000	0.016	0.000	0.000	0.014	0.000	0.016	$	$	$	0.015	0.030	$	0.000	0.000	0.012	$	$	0.015	$	0.016	0.000	0.000	0.000	0.017	0.016	0.017	0.017	0.000	0.000	0.000	0.000	0.014	0.017	0.000	0.000	0.018	0.019	0.017	0.011	0.016	0.018	0.015	0.018	0.000	0.018	0.000	0.018	0.000	0.018	0.000	0.000	0.015	0.015	0.016	0.017	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc30me14D	$	0.017	$	0.023	0.022	0.022	0.019	0.020	$	0.020	0.014	0.015	$	0.014	0.017	0.014	0.014	0.016	0.015	0.017	0.017	0.017	0.017	0.019	0.016	0.022	0.017	0.020	0.021	$	$	0.011	0.022	0.019	0.024	0.017	0.018	0.018	0.020	0.013	0.019	0.013	0.015	$	$	$	0.015	0.016	$	0.021	0.018	0.016	$	$	0.016	$	0.015	0.019	0.021	0.018	0.022	0.019	0.025	0.019	0.017	0.021	0.016	0.019	0.019	0.014	0.014	0.021	0.021	0.024	0.017	0.021	0.016	0.017	0.021	0.014	0.022	0.014	0.015	0.019	0.011	0.016	0.012	0.017	0.023	0.013	0.020	0.016	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc30me2	$	0.001	0.000	0.004	0.000	0.000	0.002	0.002	$	0.002	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.003	0.000	0.002	0.000	$	$	0.000	0.002	0.001	0.000	0.000	0.002	0.002	0.002	0.000	0.000	0.000	0.000	$	$	$	0.000	0.001	$	0.003	0.000	0.001	$	$	0.001	$	0.001	0.000	0.002	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.002	0.001	0.001	0.000	0.002	0.003	0.000	0.002	0.001	0.000	0.002	0.001	0.000	0.001	0.000	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.002	0.001	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc30me4DT	$	0.022	0.022	0.020	0.024	0.017	0.024	0.020	$	0.025	0.027	0.019	$	0.013	0.023	0.014	0.018	0.021	0.022	0.019	0.023	0.019	0.023	0.025	0.019	0.016	0.019	0.017	0.016	$	$	0.014	0.024	0.017	0.026	0.020	0.017	0.022	0.019	0.019	0.017	0.015	0.020	$	$	$	0.017	0.018	$	0.022	0.014	0.015	$	$	0.022	$	0.024	$	0.023	0.022	0.017	0.022	0.022	0.022	0.020	0.016	0.021	0.012	0.019	0.022	0.017	0.018	0.019	0.022	0.019	0.021	0.016	0.020	0.023	0.020	$	0.020	0.014	0.025	0.014	0.022	0.012	0.014	0.023	0.018	0.024	0.017	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc31T	$	0.033	0.016	0.018	0.020	0.025	0.033	0.025	$	0.024	0.034	0.028	0.000	0.014	0.031	0.020	0.027	0.029	0.025	0.035	0.026	0.035	0.042	0.029	0.016	0.015	0.028	0.019	0.020	$	$	0.025	0.021	0.026	0.028	0.024	0.029	0.026	0.024	0.024	0.019	0.032	0.032	$	$	$	0.023	0.034	$	0.027	0.034	0.023	$	$	0.036	$	0.037	0.026	0.030	0.040	0.024	0.039	0.023	0.025	0.035	0.015	0.037	0.014	0.022	0.030	0.036	0.029	0.024	0.012	0.028	0.031	0.027	0.027	0.023	0.027	0.000	0.027	0.030	0.037	0.031	0.029	0.029	0.000	0.028	0.044	0.054	0.038	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc31d11m15	$	0.075	0.104	0.079	0.080	0.082	0.071	0.055	$	0.083	0.069	0.065	$	0.057	0.081	0.047	0.070	0.068	0.074	0.066	0.069	0.066	0.092	0.085	0.055	0.082	0.073	0.083	0.074	$	$	0.051	0.090	0.083	0.095	0.077	0.078	0.064	0.089	0.065	0.072	0.075	0.071	$	$	$	0.056	0.070	$	0.071	0.077	0.064	$	$	0.083	$	0.069	0.077	0.096	0.080	0.084	0.092	0.048	0.078	0.082	0.093	0.083	0.089	0.081	0.062	0.077	$	0.083	0.091	0.065	0.087	0.072	0.078	0.086	0.086	0.064	0.086	0.047	0.084	0.070	0.085	0.042	0.040	0.071	0.040	$	0.042	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
Tc31t711m15T	$	0.000	0.000	0.000	0.000	0.000	0.000	0.000	$	0.102	0.109	0.000	0.000	0.000	0.084	0.000	0.099	0.000	0.104	0.000	0.086	0.000	0.105	0.000	0.101	0.000	0.084	0.000	0.105	$	$	0.141	0.063	0.000	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	$	$	$	0.000	0.000	$	0.000	0.000	0.000	$	$	0.000	$	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.100	0.000	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
TotalD1T	$	1362.718	1410.047	1135.242	2342.681	1470.370	$	1298.744	$	2502.142	2340.838	269.324	227.684	826.362	1884.809	1674.562	1781.721	833.142	1353.738	1956.311	2723.802	1956.311	2355.978	1261.505	1446.087	624.491	2685.313	741.208	1325.662	$	$	2409.313	$	1879.309	2796.178	1465.454	1670.150	2375.003	1925.808	1757.481	2174.902	1634.901	1794.627	$	$	$	2289.853	2125.287	$	1383.119	1828.977	1798.831	$	$	1346.815	$	1967.847	1637.888	1850.580	2115.479	1575.343	2533.457	1890.371	1865.708	957.078	795.807	2511.192	1164.179	620.830	2296.669	873.183	1833.854	1439.071	1865.069	2474.824	2528.275	953.247	1771.658	1856.696	1204.363	738.357	1204.363	2030.213	2600.677	517.373	2171.951	784.704	657.776	1849.625	1177.840	1859.337	3167.071	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
tc27d7m11T1	$	0.051	0.043	0.048	0.000	0.042	0.030	0.046	$	0.016	0.000	0.037	0.000	0.043	0.000	0.044	0.000	0.000	0.000	0.045	0.026	0.045	0.043	0.039	0.000	0.048	0.036	0.045	0.042	$	$	0.000	0.034	0.000	0.039	0.000	0.040	0.038	0.045	0.000	0.036	0.000	0.050	$	$	$	0.042	0.043	$	0.036	0.044	0.041	$	$	0.047	$	0.044	0.000	0.044	0.041	0.044	0.037	0.046	0.023	0.047	0.000	0.040	0.000	0.043	0.031	0.042	0.042	0.042	0.044	0.042	0.038	0.044	0.030	0.053	0.034	0.000	0.034	0.000	0.042	0.000	0.033	0.000	0.070	0.043	0.043	0.042	0.032	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
tc27m3T	$	0.026	0.054	0.061	0.080	0.059	0.070	0.076	$	0.064	0.080	0.065	0.060	0.052	0.056	0.078	0.061	0.081	0.071	0.078	0.062	0.078	0.064	0.075	0.086	0.067	0.072	0.061	0.064	$	$	0.076	0.071	0.059	0.054	0.081	0.062	0.074	0.068	0.079	0.072	0.074	0.067	$	$	$	0.081	0.074	$	0.059	0.065	0.079	$	$	0.079	$	0.087	0.100	0.067	0.069	0.080	0.064	0.076	0.077	0.079	0.076	0.068	0.096	0.084	0.081	0.084	0.063	0.073	0.054	0.074	0.061	0.062	0.077	0.052	0.073	0.130	0.073	0.094	0.062	0.090	0.075	0.083	0.000	0.079	0.090	0.085	0.090	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	$	
